Name,Wine,Region,Country,Winery,Regional Name,Varietal Name,Year,Rating,Price,Currency,Bottle Type
Cantine Truentum Belva Passito Rosso (Colli Aprutini) 2022,Belva Passito Rosso (Colli Aprutini),Colli Aprutini,Italy,Cantine Truentum,Central Italy,Red,2022,4.1,11.95,EUR,Bottle (0.75l)
Castillo de Aresan Bourbon Barrel Aged Cabernet Sauvignon 2021,Bourbon Barrel Aged Cabernet Sauvignon,Vino de España,Spain,Castillo de Aresan,Spanish,Cabernet Sauvignon,2021,4,11.95,EUR,Bottle (0.75l)
Legón Ribera del Duero Crianza 2020,Ribera del Duero Crianza,Ribera del Duero,Spain,Legón,Spanish,Ribera Del Duero Red,2020,4,11.95,EUR,Bottle (0.75l)
Clos le Joncal Terra Caùcina 2021,Terra Caùcina,Bergerac,France,Clos le Joncal,Southwest France,Red,2021,4,11.98,EUR,Bottle (0.75l)
Château Roseyrol Castillon Côtes De Bordeaux 2019,Castillon Côtes De Bordeaux,Castillon - Côtes de Bordeaux,France,Château Roseyrol,Bordeaux,Red,2019,4,12,EUR,Bottle (0.75l)
Bruno Andreu Elixir 2022,Elixir,Pays d'Oc,France,Bruno Andreu,Languedoc-Roussillon,Red,2022,4,12,EUR,Bottle (0.75l)
Piccini Memoro Quattro Elementi Primitivo 2022,Memoro Quattro Elementi Primitivo,Puglia,Italy,Piccini,Southern Italy,Primitivo,2022,4,12,EUR,Bottle (0.75l)
Château de Lascaux La Grange de Lascaux Languedoc Rouge 2020,La Grange de Lascaux Languedoc Rouge,Languedoc,France,Château de Lascaux,Languedoc-Roussillon,Red,2020,4,12,EUR,Bottle (0.75l)
Piccini Memoro Quattro Elementi Nero d'Avola 2022,Memoro Quattro Elementi Nero d'Avola,Sicilia,Italy,Piccini,Southern Italy,Red,2022,4.1,12,EUR,Bottle (0.75l)
Piccini Memoro Quattro Elementi Merlot 2022,Memoro Quattro Elementi Merlot,Veneto,Italy,Piccini,Northern Italy,Red,2022,4,12,EUR,Bottle (0.75l)
Oro Italiano Nuova Generazione Chianti 2022,Nuova Generazione Chianti,Chianti,Italy,Oro Italiano,Italian,Chianti,2022,4,12.05,EUR,Bottle (0.75l)
Guerrieri Colli Pesaresi Sangiovese 2023,Colli Pesaresi Sangiovese,Colli Pesaresi,Italy,Guerrieri,Central Italy,Red,2023,4,12.06,EUR,Bottle (0.75l)
Progetto Vino Ruota Libera Primitivo 2022,Ruota Libera Primitivo,Puglia,Italy,Progetto Vino,Southern Italy,Red,2022,4.1,12.1,EUR,Bottle (0.75l)
Gérard Bertrand Art de Vivre Rouge 2020,Art de Vivre Rouge,Languedoc,France,Gérard Bertrand,Languedoc-Roussillon,Red,2020,4,12.1,EUR,Bottle (0.75l)
Brunel de la Gardine Côtes du Rhône 2022,Côtes du Rhône,Côtes-du-Rhône,France,Brunel de la Gardine,Southern Rhône,Red,2022,4,12.25,EUR,Bottle (0.75l)
Mocavero Puteus Riserva 2019,Puteus Riserva,Salice Salentino,Italy,Mocavero,Southern Italy,Red,2019,4,12.25,EUR,Bottle (0.75l)
San Marzano Talò Primitivo di Manduria 2022,Talò Primitivo di Manduria,Primitivo di Manduria,Italy,San Marzano,Southern Italy,Primitivo,2022,4.1,12.3,EUR,Bottle (0.75l)
Barbanera Special Selection Toscana da Uve Leggermente Appassite 2023,Special Selection Toscana da Uve Leggermente Appassite,Toscana,Italy,Barbanera,Tuscan,Red,2023,4,12.3,EUR,Bottle (0.75l)
Zensa Puglia Primitivo 2022,Puglia Primitivo,Puglia,Italy,Zensa,Southern Italy,Primitivo,2022,4,12.3,EUR,Bottle (0.75l)
San Marzano Talò Nero di Troia 2023,Talò Nero di Troia,Puglia,Italy,San Marzano,Southern Italy,Red,2023,4.1,12.34,EUR,Bottle (0.75l)
Famille Cros Pujol Château Grézan Hèritage Faugères 2021,Château Grézan Hèritage Faugères,Faugères,France,Famille Cros Pujol,Languedoc-Roussillon,Red,2021,4,12.5,EUR,Bottle (0.75l)
Poggio Anima Lilith Primitivo Salento 2021,Lilith Primitivo Salento,Salento,Italy,Poggio Anima,Southern Italy,Primitivo,2021,4,12.5,EUR,Bottle (0.75l)
Les Vignerons de Tutiac Tout Le Daron 2020,Tout Le Daron,Blaye - Côtes de Bordeaux,France,Les Vignerons de Tutiac,Bordeaux,Red,2020,4.1,12.5,EUR,Bottle (0.75l)
Domaine Fond Croze Cuvée Shyrus Côtes du Rhône Villages 2022,Cuvée Shyrus Côtes du Rhône Villages,Côtes-du-Rhône-Villages,France,Domaine Fond Croze,Southern Rhône,Red,2022,4.1,12.5,EUR,Bottle (0.75l)
Château de Gourdon Jolie Balade Côtes-du-Rhône 2020,Jolie Balade Côtes-du-Rhône,Côtes-du-Rhône,France,Château de Gourdon,Southern Rhône,Red,2020,4.2,12.5,EUR,Bottle (0.75l)
"Clos des Centenaires Luxe, Calme et Volupté 2019","Luxe, Calme et Volupté",Pays d'Oc,France,Clos des Centenaires,Languedoc-Roussillon,Red,2019,4,12.5,EUR,Bottle (0.75l)
Domaine du Bois de Simon Réserve Laclède 2018,Réserve Laclède,South West France,France,Domaine du Bois de Simon,Southwest France,Red,2018,4,12.5,EUR,Bottle (0.75l)
Enate Joven Tempranillo 2021,Joven Tempranillo,Somontano,Spain,Enate,Spanish,Tempranillo,2021,4,12.5,EUR,Bottle (0.75l)
Château du Gazin Canon-Fronsac 2019,Canon-Fronsac,Canon-Fronsac,France,Château du Gazin,Bordeaux Right Bank,Libournais Red,2019,4,12.5,EUR,Bottle (0.75l)
Les Vignerons de Tutiac Tout Le Daron 2019,Tout Le Daron,Blaye - Côtes de Bordeaux,France,Les Vignerons de Tutiac,Bordeaux,Red,2019,4.2,12.5,EUR,Bottle (0.75l)
Pliniana Juvenis Primitivo di Manduria 2022,Juvenis Primitivo di Manduria,Primitivo di Manduria,Italy,Pliniana,Southern Italy,Primitivo,2022,4,12.5,EUR,Bottle (0.75l)
La Cepa Alta Cinco Elementos 2022,Cinco Elementos,Ribera del Duero,Spain,La Cepa Alta,Spanish,Ribera Del Duero Red,2022,4.1,12.5,EUR,Bottle (0.75l)
Vignobles David Fleur de Lune 2021,Fleur de Lune,Pays d'Oc,France,Vignobles David,Languedoc-Roussillon,Red,2021,4.1,12.5,EUR,Bottle (0.75l)
Château de Ricaud Cadillac - Côtes de Bordeaux (Premières Côtes de Bordeaux) 2018,Cadillac - Côtes de Bordeaux (Premières Côtes de Bordeaux),Cadillac - Côtes de Bordeaux,France,Château de Ricaud,Bordeaux,Red,2018,4,12.52,EUR,Bottle (0.75l)
Famille Rochet Esprit Sauvage Bordeaux 2019,Esprit Sauvage Bordeaux,Bordeaux,France,Famille Rochet,Bordeaux,Red,2019,4.1,12.54,EUR,Bottle (0.75l)
Domini Veneti Marco Polo Appassimento Rosso 2023,Marco Polo Appassimento Rosso,Veneto,Italy,Domini Veneti,Northern Italy,Red,2023,4.1,12.68,EUR,Bottle (0.75l)
Château de Luc Lux de Luc Rouge 2022,Lux de Luc Rouge,Corbières,France,Château de Luc,Languedoc-Roussillon,Red,2022,4,12.7,EUR,Bottle (0.75l)
Agricola la Portera Tardano Garnacha 2020,Tardano Garnacha,Cariñena,Spain,Agricola la Portera,Spanish,Grenache,2020,4,12.72,EUR,Bottle (0.75l)
Maxale Appassimento Primitivo 2022,Appassimento Primitivo,Puglia,Italy,Maxale,Southern Italy,Primitivo,2022,4.3,12.8,EUR,Bottle (0.75l)
La Rifra Tremante Garda Cabernet 2021,Tremante Garda Cabernet,Garda,Italy,La Rifra,Northern Italy,Red,2021,4,12.8,EUR,Bottle (0.75l)
Dezzani Barbera d'Asti Superiore 2022,Barbera d'Asti Superiore,Barbera d'Asti,Italy,Dezzani,Italian,Barbera,2022,4,12.82,EUR,Bottle (0.75l)
Langmeil Three Gardens GSM 2021,Three Gardens GSM,Barossa,Australia,Langmeil,Australian,Rhône Blend,2021,4,12.85,EUR,Bottle (0.75l)
Conte di Campiano Primitivo di Manduria 2022,Primitivo di Manduria,Primitivo di Manduria,Italy,Conte di Campiano,Southern Italy,Primitivo,2022,4,12.85,EUR,Bottle (0.75l)
La Genestière Lirac Rouge 2021,Lirac Rouge,Lirac,France,La Genestière,Southern Rhône,Red,2021,4,12.9,EUR,Bottle (0.75l)
Château de Gourdon Jolie Balade Côtes-du-Rhône 2022,Jolie Balade Côtes-du-Rhône,Côtes-du-Rhône,France,Château de Gourdon,Southern Rhône,Red,2022,4,12.9,EUR,Bottle (0.75l)
Lionel Osmin & Cie Le Roi Boeuf Marcillac & Aubrac 2021,Le Roi Boeuf Marcillac & Aubrac,Marcillac,France,Lionel Osmin & Cie,Southwest France,Red,2021,4,12.9,EUR,Bottle (0.75l)
Luna Argenta Appassite Negroamaro - Primitivo 2020,Appassite Negroamaro - Primitivo,Puglia,Italy,Luna Argenta,Southern Italy,Red,2020,4.1,12.95,EUR,Bottle (0.75l)
Schola Sarmenti Critèra Primitivo 2022,Critèra Primitivo,Salento,Italy,Schola Sarmenti,Southern Italy,Primitivo,2022,4.1,12.95,EUR,Bottle (0.75l)
Collina San Ponzio Bric dei Pittatori Barbera d'Alba 2021,Bric dei Pittatori Barbera d'Alba,Barbera d'Alba,Italy,Collina San Ponzio,Italian,Barbera,2021,4.1,12.95,EUR,Bottle (0.75l)
Château Divine Betise Montagne Saint-Émilion 2019,Montagne Saint-Émilion,Montagne-Saint-Émilion,France,Château Divine Betise,Bordeaux Right Bank,Saint-Émilion,2019,4,12.95,EUR,Bottle (0.75l)
Casa Ermelinda Freitas Sandstone Castelão - Shiraz 2023,Sandstone Castelão - Shiraz,Península de Setúbal,Portugal,Casa Ermelinda Freitas,Southern Portugal,Red,2023,4,12.95,EUR,Bottle (0.75l)
Tinazzi Ca' de' Rocchi Valpolicella 2018,Ca' de' Rocchi Valpolicella,Valpolicella,Italy,Tinazzi,Italian,Valpolicella Red,2018,4,12.95,EUR,Bottle (0.75l)
Coloma Merlot Selección 2018,Merlot Selección,Extremadura,Spain,Coloma,Spanish,Merlot,2018,4.1,12.95,EUR,Bottle (0.75l)
Casa Ermelinda Freitas Sandstone Shiraz 2022,Sandstone Shiraz,Península de Setúbal,Portugal,Casa Ermelinda Freitas,Southern Portugal,Red,2022,4.1,12.95,EUR,Bottle (0.75l)
Gérard Bertrand An 1886 Les Aspres Côtes du Roussillon Villages 2020,An 1886 Les Aspres Côtes du Roussillon Villages,Côtes du Roussillon Villages,France,Gérard Bertrand,Languedoc-Roussillon,Red,2020,4,12.95,EUR,Bottle (0.75l)
Gérard Bertrand An 1886 Les Aspres Côtes du Roussillon Villages 2019,An 1886 Les Aspres Côtes du Roussillon Villages,Côtes du Roussillon Villages,France,Gérard Bertrand,Languedoc-Roussillon,Red,2019,4,12.95,EUR,Bottle (0.75l)
Varvaglione Papale Primitivo di Manduria 2022,Papale Primitivo di Manduria,Primitivo di Manduria,Italy,Varvaglione,Southern Italy,Primitivo,2022,4,12.95,EUR,Bottle (0.75l)
Viña Otano Reserva 2017,Reserva,Rioja,Spain,Viña Otano,Spanish,Rioja Red,2017,4,12.95,EUR,Bottle (0.75l)
Aubert et Mathieu Marie Antoinette Corbières 2023,Marie Antoinette Corbières,Corbières,France,Aubert et Mathieu,Languedoc-Roussillon,Red,2023,4,12.95,EUR,Bottle (0.75l)
Borsao Bodegas Berola 2018,Berola,Campo de Borja,Spain,Borsao Bodegas,Spanish,Red,2018,4,12.95,EUR,Bottle (0.75l)
Château La Gorce Médoc 2018,Médoc,Médoc,France,Château La Gorce,Bordeaux Left Bank,Médoc,2018,4,12.95,EUR,Bottle (0.75l)
No Bull Cabernet Sauvignon 2020,Cabernet Sauvignon,California,United States,No Bull,Californian,Cabernet Sauvignon,2020,4,12.95,EUR,Bottle (0.75l)
Château la Négly La Côte La Clape Languedoc 2021,La Côte La Clape Languedoc,La Clape,France,Château la Négly,Languedoc-Roussillon,Red,2021,4,12.95,EUR,Bottle (0.75l)
Tinazzi Vinum Italicum No 3 Opera 2021,Vinum Italicum No 3 Opera,Vino d'Italia,Italy,Tinazzi,Italian,Red,2021,4.1,12.95,EUR,Bottle (0.75l)
Félix Solís Mucho Más Tinto,Mucho Más Tinto,Vino de España,Spain,Félix Solís,Spanish,Red,N.V.,4.2,12.99,EUR,Bottle (0.75l)
Cielo e Terra 3 Passo Rosso 2023,3 Passo Rosso,Puglia,Italy,Cielo e Terra,Southern Italy,Red,2023,4.1,12.99,EUR,Bottle (0.75l)
Château Claud Bellevue Castillon - Côtes de Bordeaux 2019,Castillon - Côtes de Bordeaux,Castillon - Côtes de Bordeaux,France,Château Claud Bellevue,Bordeaux,Red,2019,4,13,EUR,Bottle (0.75l)
Mas Edem Divino Rouge 2020,Divino Rouge,Luberon,France,Mas Edem,Southern Rhône,Red,2020,4,13,EUR,Bottle (0.75l)
Lacroix-Vanel Fine Amor 2016,Fine Amor,Pézenas,France,Lacroix-Vanel,Languedoc-Roussillon,Red,2016,4.1,13,EUR,Bottle (0.75l)
Domaine du Théron Mise á Nu Malbec 2020,Mise á Nu Malbec,Cahors,France,Domaine du Théron,Southwest France,Malbec,2020,4,13,EUR,Bottle (0.75l)
Domaine Ciry Cattaneo Malabestia Minervois 2020,Malabestia Minervois,Minervois,France,Domaine Ciry Cattaneo,Languedoc-Roussillon,Red,2020,4,13,EUR,Bottle (0.75l)
Préceptorie Coume Marie Côtes du Roussillon Rouge 2022,Coume Marie Côtes du Roussillon Rouge,Côtes du Roussillon,France,Préceptorie,Languedoc-Roussillon,Red,2022,4.1,13,EUR,Bottle (0.75l)
Les Vignerons de Tutiac Tout Roupit 2020,Tout Roupit,Blaye - Côtes de Bordeaux,France,Les Vignerons de Tutiac,Bordeaux,Red,2020,4,13,EUR,Bottle (0.75l)
Parcé Frères Le Petit Gus Collioure 2021,Le Petit Gus Collioure,Collioure,France,Parcé Frères,Languedoc-Roussillon,Red,2021,4,13,EUR,Bottle (0.75l)
Domaine Ruffinatto Les Ménines Luberon Rouge 2021,Les Ménines Luberon Rouge,Luberon,France,Domaine Ruffinatto,Southern Rhône,Red,2021,4,13,EUR,Bottle (0.75l)
Domaine Torredemer Mangin Sinopia 2023,Sinopia,Languedoc-Roussillon,France,Domaine Torredemer Mangin,Languedoc-Roussillon,Grenache,2023,4,13,EUR,Bottle (0.75l)
Mas Baux Loulou Rouge 2023,Loulou Rouge,Côtes Catalanes,France,Mas Baux,Languedoc-Roussillon,Red,2023,4,13,EUR,Bottle (0.75l)
Domaine Le Père Brun La Relève Côtes du Rhône 2023,La Relève Côtes du Rhône,Côtes-du-Rhône,France,Domaine Le Père Brun,Southern Rhône,Red,2023,4.3,13.1,EUR,Bottle (0.75l)
Nativ Aglianico Campania Rue Dell'Inchiostro 2021,Aglianico Campania Rue Dell'Inchiostro,Campania,Italy,Nativ,Southern Italy,Red,2021,4,13.1,EUR,Bottle (0.75l)
Cantine Paradiso Posta Piana Salice Salentino 2021,Posta Piana Salice Salentino,Salice Salentino,Italy,Cantine Paradiso,Southern Italy,Red,2021,4,13.1,EUR,Bottle (0.75l)
Alice Bel Colle Le Casette di Alice Brachetto d'Acqui 2023,Le Casette di Alice Brachetto d'Acqui,Brachetto d'Acqui,Italy,Alice Bel Colle,Northern Italy,Red,2023,4.1,13.1,EUR,Bottle (0.75l)
Angiuli Donato Primitivo 2023,Primitivo,Puglia,Italy,Angiuli Donato,Southern Italy,Primitivo,2023,4,13.1,EUR,Bottle (0.75l)
Massimo Firelli Prestige Primitivo di Manduria 2022,Prestige Primitivo di Manduria,Primitivo di Manduria,Italy,Massimo Firelli,Southern Italy,Primitivo,2022,4,13.15,EUR,Bottle (0.75l)
Bufalo Nero Governo Rosso Toscano 2021,Governo Rosso Toscano,Toscana,Italy,Bufalo Nero,Tuscan,Red,2021,4.1,13.15,EUR,Bottle (0.75l)
Sources de l'Oppidum Côtes-du-Rhône Rouge 2020,Côtes-du-Rhône Rouge,Côtes-du-Rhône,France,Sources de l'Oppidum,Southern Rhône,Red,2020,4.1,13.17,EUR,Bottle (0.75l)
Sources de l'Oppidum Côtes-du-Rhône Rouge 2019,Côtes-du-Rhône Rouge,Côtes-du-Rhône,France,Sources de l'Oppidum,Southern Rhône,Red,2019,4.1,13.17,EUR,Bottle (0.75l)
Progetto Vino Ruota Libera Rosso 2022,Ruota Libera Rosso,Puglia,Italy,Progetto Vino,Southern Italy,Red,2022,4.2,13.2,EUR,Bottle (0.75l)
Monte del Frá Valpolicella Classico Superiore Lena di Mezzo 2021,Valpolicella Classico Superiore Lena di Mezzo,Valpolicella Classico,Italy,Monte del Frá,Italian,Valpolicella Red,2021,4,13.24,EUR,Bottle (0.75l)
Domaine des Peyre La Gazette Red Blend 2022,La Gazette Red Blend,Ventoux,France,Domaine des Peyre,Southern Rhône,Red,2022,4,13.25,EUR,Bottle (0.75l)
Arboleda Carmenère 2022,Carmenère,Aconcagua Valley,Chile,Arboleda,Chilean,Carménère,2022,4.1,13.27,EUR,Bottle (0.75l)
Borgo del Mandorlo Primitivo di Manduria 2021,Primitivo di Manduria,Primitivo di Manduria,Italy,Borgo del Mandorlo,Southern Italy,Primitivo,2021,4,13.3,EUR,Bottle (0.75l)
Domaine la Provenquière Les Invincibles Le Capiteux 2021,Les Invincibles Le Capiteux,Pays d'Oc,France,Domaine la Provenquière,Languedoc-Roussillon,Red,2021,4,13.3,EUR,Bottle (0.75l)
Caviro Aprimondo Nero d'Avola 2021,Aprimondo Nero d'Avola,Sicilia,Italy,Caviro,Southern Italy,Red,2021,4,13.3,EUR,Bottle (0.75l)
Domaine la Provenquière Les Invincibles Le Généreux 2020,Les Invincibles Le Généreux,Pays d'Oc,France,Domaine la Provenquière,Languedoc-Roussillon,Red,2020,4.1,13.3,EUR,Bottle (0.75l)
Montagna Viti di Luna Sangue di Giuda 2020,Viti di Luna Sangue di Giuda,Lombardia,Italy,Montagna,Northern Italy,Red,2020,4.1,13.31,EUR,Bottle (0.75l)
Montedidio Privè Nerello Mascalese 2022,Privè Nerello Mascalese,Sicilia,Italy,Montedidio,Southern Italy,Red,2022,4.2,13.36,EUR,Bottle (0.75l)
Cellier des Princes Le Sceau du Prince Côtes du Rhône Rouge 2022,Le Sceau du Prince Côtes du Rhône Rouge,Côtes-du-Rhône,France,Cellier des Princes,Southern Rhône,Red,2022,4,13.4,EUR,Bottle (0.75l)
Marrenon ORCA  Vieilles Vignes 2022,ORCA  Vieilles Vignes,Ventoux,France,Marrenon,Southern Rhône,Red,2022,4.1,13.4,EUR,Bottle (0.75l)
Aubert et Mathieu Grande Réserve Minervois 2020,Grande Réserve Minervois,Minervois,France,Aubert et Mathieu,Languedoc-Roussillon,Red,2020,4,13.45,EUR,Bottle (0.75l)
Montemajor Danza delle Spade Primitivo 2023,Danza delle Spade Primitivo,Salento,Italy,Montemajor,Southern Italy,Primitivo,2023,4,13.49,EUR,Bottle (0.75l)
Meunerie Caruso 2022,Caruso,Côtes du Roussillon,France,Meunerie,Languedoc-Roussillon,Red,2022,4.1,13.5,EUR,Bottle (0.75l)
Les Vignerons de Tutiac Origines Six Chemins Cabernet Sauvignon 2022,Origines Six Chemins Cabernet Sauvignon,Bordeaux,France,Les Vignerons de Tutiac,Bordeaux,Red,2022,4.1,13.5,EUR,Bottle (0.75l)
Château Juvenal Les Ribes du Vallat Rouge 2021,Les Ribes du Vallat Rouge,Ventoux,France,Château Juvenal,Southern Rhône,Red,2021,4.1,13.5,EUR,Bottle (0.75l)
Soraighe Valpolicella Ripasso Superiore 2021,Valpolicella Ripasso Superiore,Valpolicella Ripasso,Italy,Soraighe,Italian,Ripasso,2021,4.1,13.5,EUR,Bottle (0.75l)
Valérie Courreges Zinzolin 2021,Zinzolin,South West France,France,Valérie Courreges,Southwest France,Red,2021,4,13.5,EUR,Bottle (0.75l)
Laurent Batlle Les Landes de Pierres Côtes Catalanes 2022,Les Landes de Pierres Côtes Catalanes,Côtes Catalanes,France,Laurent Batlle,Languedoc-Roussillon,Red,2022,4.1,13.5,EUR,Bottle (0.75l)
Torre Varano Lacryma Christi Rosso 2022,Lacryma Christi Rosso,Vesuvio,Italy,Torre Varano,Southern Italy,Red,2022,4,13.5,EUR,Bottle (0.75l)
Domaine Fond Croze Cuvée Shyrus Côtes du Rhône Villages 2023,Cuvée Shyrus Côtes du Rhône Villages,Côtes-du-Rhône-Villages,France,Domaine Fond Croze,Southern Rhône,Red,2023,4,13.5,EUR,Bottle (0.75l)
Masseria La Volpe 1 Uno Primitivo di Manduria Riserva 2020,1 Uno Primitivo di Manduria Riserva,Primitivo di Manduria,Italy,Masseria La Volpe,Southern Italy,Primitivo,2020,4.2,13.5,EUR,Bottle (0.75l)
Château de Gragnos Lou Daro Saint-Chinian 2022,Lou Daro Saint-Chinian,Saint-Chinian,France,Château de Gragnos,Languedoc-Roussillon,Red,2022,4.1,13.6,EUR,Bottle (0.75l)
Bodegas Vilano Black Edition 2022,Black Edition,Ribera del Duero,Spain,Bodegas Vilano,Spanish,Ribera Del Duero Red,2022,4,13.6,EUR,Bottle (0.75l)
Petra Belvento Sireno Toscana (I Vini del Mare) 2020,Belvento Sireno Toscana (I Vini del Mare),Toscana,Italy,Petra,Tuscan,Red,2020,4,13.6,EUR,Bottle (0.75l)
Pietra Pura Mandus Primitivo di Manduria 2022,Mandus Primitivo di Manduria,Primitivo di Manduria,Italy,Pietra Pura,Southern Italy,Primitivo,2022,4.1,13.6,EUR,Bottle (0.75l)
Coppi Pellirosso Negroamaro 2018,Pellirosso Negroamaro,Salento,Italy,Coppi,Southern Italy,Red,2018,4.1,13.6,EUR,Bottle (0.75l)
Château Penin Tradition Bordeaux Supérieur 2019,Tradition Bordeaux Supérieur,Bordeaux Supérieur,France,Château Penin,Bordeaux,Red,2019,4,13.6,EUR,Bottle (0.75l)
Cantine due Palme Serre Susumaniello 2022,Serre Susumaniello,Salento,Italy,Cantine due Palme,Southern Italy,Red,2022,4,13.6,EUR,Bottle (0.75l)
Rocca delle Macìe Sasyr Sangiovese - Syrah Toscana 2022,Sasyr Sangiovese - Syrah Toscana,Toscana,Italy,Rocca delle Macìe,Tuscan,Red,2022,4.1,13.6,EUR,Bottle (0.75l)
Castello Monaci Salento Coribante 2022,Salento Coribante,Salento,Italy,Castello Monaci,Southern Italy,Red,2022,4,13.75,EUR,Bottle (0.75l)
Balbas Tradicion - Ardal Ribera del Duero 2021,Tradicion - Ardal Ribera del Duero,Ribera del Duero,Spain,Balbas,Spanish,Ribera Del Duero Red,2021,4.1,13.76,EUR,Bottle (0.75l)
Salsedine Primitivo 2023,Primitivo,Puglia,Italy,Salsedine,Southern Italy,Primitivo,2023,4.3,13.8,EUR,Bottle (0.75l)
Salsedine Negroamaro 2022,Negroamaro,Puglia,Italy,Salsedine,Southern Italy,Red,2022,4.2,13.8,EUR,Bottle (0.75l)
Tenute Baldo Auravitae Rosso di Torgiano 2022,Auravitae Rosso di Torgiano,Torgiano,Italy,Tenute Baldo,Central Italy,Red,2022,4.1,13.8,EUR,Bottle (0.75l)
Cantine Truentum Nereto Montepulciano d'Abruzzo 2021,Nereto Montepulciano d'Abruzzo,Montepulciano d'Abruzzo,Italy,Cantine Truentum,Italian,Montepulciano d'Abruzzo,2021,4,13.8,EUR,Bottle (0.75l)
Terrescure Bernardeschi Governo 2022,Bernardeschi Governo,Toscana,Italy,Terrescure,Tuscan,Red,2022,4.1,13.8,EUR,Bottle (0.75l)
Christian Barthel Rouge Gorge Pinot Noir 2023,Rouge Gorge Pinot Noir,Alsace,France,Christian Barthel,Alsace,Pinot Noir,2023,4,13.8,EUR,Bottle (0.75l)
Château de la Perrière Prelude de la Perriere Brouilly 2021,Prelude de la Perriere Brouilly,Brouilly,France,Château de la Perrière,Beaujolais,Red,2021,4.1,13.8,EUR,Bottle (0.75l)
Li Veli Primonero Negroamaro 2022,Primonero Negroamaro,Salento,Italy,Li Veli,Southern Italy,Red,2022,4,13.8,EUR,Bottle (0.75l)
Terrescure Bernardeschi Governo 2020,Bernardeschi Governo,Toscana,Italy,Terrescure,Tuscan,Red,2020,4,13.8,EUR,Bottle (0.75l)
Château Roumanières Le Chant des Pierres Grès de Montpellier 2019,Le Chant des Pierres Grès de Montpellier,Grès de Montpellier,France,Château Roumanières,Languedoc-Roussillon,Red,2019,4.1,13.8,EUR,Bottle (0.75l)
Domaine La Grange Rondeur Appassimento 2022,Rondeur Appassimento,Pays d'Oc,France,Domaine La Grange,Languedoc-Roussillon,Red,2022,4,13.85,EUR,Bottle (0.75l)
Cantina Diomede Lama di Pietra Nero di Troia 2023,Lama di Pietra Nero di Troia,Puglia,Italy,Cantina Diomede,Southern Italy,Red,2023,4.1,13.88,EUR,Bottle (0.75l)
Farina Remo Farina Valpolicella Ripasso Classico Superiore 2021,Remo Farina Valpolicella Ripasso Classico Superiore,Valpolicella Ripasso Classico,Italy,Farina,Italian,Ripasso,2021,4.1,13.88,EUR,Bottle (0.75l)
Vite Colte Spasso Appassimento Rosso Passito 2021,Spasso Appassimento Rosso Passito,Piemonte,Italy,Vite Colte,Italian,Barbera,2021,4,13.89,EUR,Bottle (0.75l)
Domaine de la Palud Côtes du Rhône Rouge 2022,Côtes du Rhône Rouge,Côtes-du-Rhône,France,Domaine de la Palud,Southern Rhône,Red,2022,4,13.9,EUR,Bottle (0.75l)
Sainte Marie des Crozes Cuvée Hector & Juliette Corbières 2021,Cuvée Hector & Juliette Corbières,Corbières,France,Sainte Marie des Crozes,Languedoc-Roussillon,Red,2021,4,13.9,EUR,Bottle (0.75l)
Farina Remo Farina Valpolicella Ripasso Classico Superiore 2022,Remo Farina Valpolicella Ripasso Classico Superiore,Valpolicella Ripasso Classico,Italy,Farina,Italian,Ripasso,2022,4,13.9,EUR,Bottle (0.75l)
Château Valmy Rouge 2023,Rouge,Côtes du Roussillon,France,Château Valmy,Languedoc-Roussillon,Red,2023,4,13.9,EUR,Bottle (0.75l)
Château Laulerie Juste Terre 2019,Juste Terre,Bergerac,France,Château Laulerie,Southwest France,Red,2019,4,13.9,EUR,Bottle (0.75l)
